1 3 0 -0 -0 -0 0 0 0
2 3 0 -0 -0 -0 0 0 0
3 1 104.584238686008 144886.792540292 -1090416.35045857 -0 -144886.792540292 1090416.35045857 0
4 1 52.3204838078557 -380267.684461891 1032180.45329002 -0 380267.684461891 -1032180.45329002 0
5 1 112.702162647698 1091378.49659165 137451.726716522 -0 -1091378.49659165 -137451.726716522 0
6 1 64.481725620124 462840.248542736 -997887.220245303 -0 -462840.248542736 997887.220245303 0
7 1 37.28170980902 -629622.918572582 901983.913608299 -0 629622.918572582 -901983.913608299 0
8 1 86.3741998495554 134583.506358575 -1091735.90204602 -0 -134583.506358575 1091735.90204602 0
9 1 81.3357578634237 39309.2246056287 1099297.4051006 -0 -39309.2246056287 -1099297.4051006 0
10 1 144.535637314937 84592.0106823856 -1096742.53666424 -0 -84592.0106823856 1096742.53666424 0
11 1 55.6308684096107 167944.051448735 -1087103.85685223 -0 -167944.051448735 1087103.85685223 0
12 1 68.5484981026268 -263962.483526059 -1067859.45109399 0 263962.483526059 1067859.45109399 -0
13 1 54.3392099364277 -829817.381554739 722082.483702269 -0 829817.381554739 -722082.483702269 0
14 1 53.5415223873058 -1090160.20479972 146801.661676658 -0 1090160.20479972 -146801.661676658 0
15 1 71.1223521603763 -1000446.23884243 457282.541965068 -0 1000446.23884243 -457282.541965068 0
16 1 112.493295237294 469515.356124578 -994763.957109028 -0 -469515.356124578 994763.957109027 0
17 1 63.7402911916945 1093111.86696378 -122908.284110422 -0 -1093111.86696378 122908.284110422 0
18 1 58.8377537310025 -1037559.13692344 -365336.882050928 0 1037559.13692344 365336.882050928 -0
19 1 85.5490182341906 794464.697975373 760806.048655568 -0 -794464.697975373 -760806.048655568 0
20 1 151.37371655466 -797158.803010685 -757982.745702415 0 797158.803010684 757982.745702415 -0
21 1 153.512948895935 803257.19809201 751517.048185451 -0 -803257.19809201 -751517.048185451 0
22 1 76.4332492006008 241530.736190216 1073155.58213868 -0 -241530.736190216 -1073155.58213868 0
23 1 135.63952766193 970775.850834364 517295.126051673 -0 -970775.850834364 -517295.126051673 0
24 1 83.8765941324331 986610.780449178 486414.604942599 -0 -986610.780449178 -486414.604942599 0
25 1 88.84651945431 -810859.194723716 743308.392480541 -0 810859.194723716 -743308.392480541 0
26 1 39.6884109391124 92882.7756249299 1096071.52594719 -0 -92882.7756249298 -1096071.52594719 0
27 1 72.0278832793867 -1066571.40597258 269119.742794322 -0 1066571.40597258 -269119.742794322 0
28 1 144.524911873097 -1056789.49280419 305280.146584504 -0 1056789.49280419 -305280.146584504 0
29 1 74.8781585994348 140041.282650146 -1091049.23773114 -0 -140041.282650146 1091049.23773114 0
30 1 92.9354681119798 236715.441247063 1074228.00181117 -0 -236715.441247063 -1074228.00181117 0
31 1 34.2102800786432 1097452.68008476 74817.2104183639 -0 -1097452.68008476 -74817.2104183639 0
32 1 101.130771293542 -1051745.27637947 322229.535600736 -0 1051745.27637947 -322229.535600736 0
33 1 132.929518895091 -1093820.67395046 -116431.667679163 0 1093820.67395046 116431.667679163 -0
34 1 124.127459003651 629863.3463971 901816.037152504 -0 -629863.3463971 -901816.037152504 0
35 1 91.1127551109021 115114.437505369 -1093960.08440794 -0 -115114.437505369 1093960.08440794 0
36 1 49.9122725352128 -503707.902816106 977894.855616185 -0 503707.902816106 -977894.855616185 0
37 1 108.808189032339 839933.989345104 710289.302708987 -0 -839933.989345104 -710289.302708987 0
38 1 16.3782654483646 -677917.866500627 -866272.108681353 0 677917.866500627 866272.108681353 -0
39 1 141.738226436384 -860835.412494118 -684808.28893646 0 860835.412494118 684808.28893646 -0
40 1 30.3566402746019 652799.086758695 -885354.930142151 -0 -652799.086758695 885354.930142151 0
41 1 150.42181415474 -1068137.18687417 262836.355964172 -0 1068137.18687417 -262836.355964172 0
42 1 87.0037763235461 -1039485.70340427 359818.666022396 -0 1039485.70340427 -359818.666022396 0
43 1 70.6309568070573 797645.27033893 757470.806504076 -0 -797645.27033893 -757470.806504076 0
44 1 68.0967074902762 -1035406.11415319 -371394.909461868 0 1035406.11415319 371394.909461868 -0
45 1 55.2086945616913 -54373.981810385 -1098655.30085741 0 54373.981810385 1098655.30085741 -0
