Fracture Radii List After Isolated Fracture and Cluster Removal
Format: xRadius yRadius Family# (-2 = userPolygon, -1 = userRectangle, 0 = userEllipse, > 0 is family in order of famProb)
50000 50000 -1
50000 50000 -1
112.069 112.069 1
212.449 212.449 1
320.21 320.21 1
109.791 109.791 1
147.598 147.598 1
126.425 126.425 1
114.71 114.71 1
104.656 104.656 1
191.022 191.022 1
165.812 165.812 1
255.315 255.315 1
112.737 112.737 1
715.647 715.647 1
127.293 127.293 1
108.008 108.008 1
132.804 132.804 1
170.379 170.379 1
327.399 327.399 1
222.352 222.352 1
240.16 240.16 1
131.217 131.217 1
593.307 593.307 1
127.788 127.788 1
119.919 119.919 1
120.409 120.409 1
276.301 276.301 1
448.815 448.815 1
173.109 173.109 1
163.81 163.81 1
653.391 653.391 1
889.21 889.21 1
321.747 321.747 1
137.701 137.701 1
222.355 222.355 1
149.37 149.37 1
157.992 157.992 1
337.336 337.336 1
244.033 244.033 1
302.526 302.526 1
254.798 254.798 1
373.278 373.278 1
205.721 205.721 1
454.238 454.238 1
149.314 149.314 1
104.473 104.473 1
251.728 251.728 1
801.026 801.026 1
168.422 168.422 1
101.167 101.167 1
916.462 916.462 1
142.718 142.718 1
138.721 138.721 1
716.674 716.674 1
107.734 107.734 1
426.121 426.121 1
127.137 127.137 1
123.228 123.228 1
147.181 147.181 1
172.346 172.346 1
130.256 130.256 1
130.007 130.007 1
147.669 147.669 1
106.934 106.934 1
339.31 339.31 1
102.834 102.834 1
179.333 179.333 1
235.362 235.362 1
178.312 178.312 1
119.932 119.932 1
842.373 842.373 1
200.135 200.135 1
240.576 240.576 1
182.001 182.001 1
135.773 135.773 1
291.021 291.021 1
176.078 176.078 1
284.058 284.058 1
611.273 611.273 1
107.647 107.647 1
150.477 150.477 1
169.677 169.677 1
103.245 103.245 1
444.239 444.239 1
923.421 923.421 1
280.001 280.001 1
177.221 177.221 1
141.321 141.321 1
122.006 122.006 1
119.55 119.55 1
403.75 403.75 1
116.149 116.149 1
186.226 186.226 1
520.642 520.642 1
133.615 133.615 1
707.576 707.576 1
121.688 121.688 1
111.591 111.591 1
257.368 257.368 1
177.384 177.384 1
190.938 190.938 1
162.126 162.126 1
299.982 299.982 1
410.699 410.699 1
650.797 650.797 1
808.402 808.402 1
107.954 107.954 1
138.981 138.981 1
130.858 130.858 1
127.286 127.286 1
178.248 178.248 1
625.664 625.664 1
111.956 111.956 1
202.357 202.357 1
135.049 135.049 1
127.793 127.793 1
231.947 231.947 1
421.508 421.508 1
307.13 307.13 1
145.196 145.196 1
114.154 114.154 1
107.725 107.725 1
123.561 123.561 1
129.181 129.181 1
113.127 113.127 1
239.267 239.267 1
252.94 252.94 1
237.805 237.805 1
254.165 254.165 1
237.587 237.587 1
115.581 115.581 1
349.838 349.838 1
107.46 107.46 1
123.924 123.924 1
152.029 152.029 1
474.54 474.54 1
154.31 154.31 1
167.649 167.649 1
685.045 685.045 1
544.566 544.566 1
140.951 140.951 1
185.756 185.756 1
277.611 277.611 1
109.046 109.046 1
106.144 106.144 1
131.225 131.225 1
102.235 102.235 1
100.834 100.834 1
298.937 298.937 1
102.267 102.267 1
332.489 332.489 1
238.399 238.399 1
142.289 142.289 1
153.5 153.5 1
163.785 163.785 1
384.399 384.399 1
245.879 245.879 1
299.633 299.633 1
231.094 231.094 1
237.592 237.592 1
102.854 102.854 1
171.858 171.858 1
164.437 164.437 1
198.656 198.656 1
193.517 193.517 1
109.314 109.314 1
141.075 141.075 1
150.087 150.087 1
207.566 207.566 1
403.73 403.73 1
106.87 106.87 1
178.693 178.693 1
180.176 180.176 1
113.605 113.605 1
145.645 145.645 1
116.512 116.512 1
111.981 111.981 1
154.527 154.527 1
127.638 127.638 1
104.42 104.42 1
118.847 118.847 1
151.792 151.792 1
101.2 101.2 1
259.442 259.442 1
144.928 144.928 1
263.938 263.938 1
125.878 125.878 1
220.973 220.973 1
123.993 123.993 1
110.937 110.937 1
102.83 102.83 1
107.593 107.593 1
353.148 353.148 1
134.866 134.866 1
103.584 103.584 1
704.483 704.483 1
108.403 108.403 1
107.627 107.627 1
146.225 146.225 1
164.894 164.894 1
118.051 118.051 1
242.287 242.287 1
117.003 117.003 1
140.273 140.273 1
123.765 123.765 1
514.722 514.722 1
188.719 188.719 1
665.645 665.645 1
237.561 237.561 1
360.957 360.957 1
273.449 273.449 1
125.675 125.675 1
125.886 125.886 1
293.191 293.191 1
129.397 129.397 1
108.603 108.603 1
115.692 115.692 1
973.186 973.186 1
115.912 115.912 1
365.132 365.132 1
232.402 232.402 1
132.352 132.352 1
114.483 114.483 1
369.915 369.915 1
577.584 577.584 1
362.466 362.466 1
178.929 178.929 1
790.719 790.719 1
163.107 163.107 1
270.996 270.996 1
649.869 649.869 1
389.771 389.771 1
751.418 751.418 1
127.916 127.916 1
112.339 112.339 1
332.198 332.198 1
553.442 553.442 1
140.924 140.924 1
664.827 664.827 1
745.451 745.451 1
519.222 519.222 1
363.455 363.455 1
206.905 206.905 1
333.749 333.749 1
468.798 468.798 1
362.98 362.98 1
473.948 473.948 1
170.013 170.013 1
140.877 140.877 1
113.872 113.872 1
809.574 809.574 1
170.029 170.029 1
122.572 122.572 1
161.961 161.961 1
229.069 229.069 1
227.9 227.9 1
150.133 150.133 1
260.637 260.637 1
178.94 178.94 1
142.826 142.826 1
142.71 142.71 1
130.904 130.904 1
390.054 390.054 1
104.783 104.783 1
107.946 107.946 1
126.036 126.036 1
354.854 354.854 1
108.805 108.805 1
179.722 179.722 1
103.425 103.425 1
100.155 100.155 1
120.127 120.127 1
114.867 114.867 1
186.422 186.422 1
208.58 208.58 1
189.527 189.527 1
355.639 355.639 1
171.757 171.757 1
126.377 126.377 1
125.623 125.623 1
269.338 269.338 1
139.931 139.931 1
150.459 150.459 1
129.542 129.542 1
130.846 130.846 1
185.121 185.121 1
135.518 135.518 1
127.601 127.601 1
248.653 248.653 1
320.367 320.367 1
197.583 197.583 1
181.789 181.789 1
453.993 453.993 1
204.706 204.706 1
128.467 128.467 1
183.006 183.006 1
279.017 279.017 1
321.176 321.176 1
152.264 152.264 1
229.99 229.99 1
159.312 159.312 1
132.589 132.589 1
105.051 105.051 1
186.949 186.949 1
284.646 284.646 1
376.127 376.127 1
130.865 130.865 1
247.051 247.051 1
126.911 126.911 1
