1 3 0 -0 -0 -0 0 0 0
2 3 0 -0 -0 -0 0 0 0
3 1 104.584238686008 14488.6792540292 -109041.635045857 -0 -14488.6792540292 109041.635045857 0
4 1 52.3204838078557 -38026.7684461891 103218.045329002 -0 38026.7684461891 -103218.045329002 0
5 1 112.702162647698 109137.849659165 13745.1726716522 -0 -109137.849659165 -13745.1726716522 0
6 1 64.481725620124 46284.0248542736 -99788.7220245303 -0 -46284.0248542736 99788.7220245303 0
7 1 37.28170980902 -62962.2918572582 90198.3913608299 -0 62962.2918572582 -90198.3913608299 0
8 1 86.3741998495554 13458.3506358575 -109173.590204602 -0 -13458.3506358575 109173.590204602 0
9 1 81.3357578634237 3930.92246056287 109929.74051006 -0 -3930.92246056287 -109929.74051006 0
10 1 144.535637314937 8459.20106823856 -109674.253666424 -0 -8459.20106823856 109674.253666424 0
11 1 55.6308684096107 16794.4051448735 -108710.385685223 -0 -16794.4051448735 108710.385685223 0
12 1 68.5484981026268 -26396.248352606 -106785.945109399 0 26396.248352606 106785.945109399 -0
13 1 54.3392099364277 -82981.7381554739 72208.2483702269 -0 82981.7381554739 -72208.2483702269 0
14 1 53.5415223873058 -109016.020479972 14680.1661676658 -0 109016.020479972 -14680.1661676658 0
15 1 71.1223521603763 -100044.623884243 45728.2541965068 -0 100044.623884243 -45728.2541965068 0
16 1 112.493295237294 46951.5356124578 -99476.3957109028 -0 -46951.5356124578 99476.3957109028 0
17 1 63.7402911916945 109311.186696378 -12290.8284110422 -0 -109311.186696378 12290.8284110422 0
18 1 58.8377537310025 -103755.913692344 -36533.6882050928 0 103755.913692344 36533.6882050928 -0
19 1 85.5490182341906 79446.4697975373 76080.6048655568 -0 -79446.4697975373 -76080.6048655568 0
20 1 151.37371655466 -79715.8803010684 -75798.2745702415 0 79715.8803010685 75798.2745702415 -0
21 1 153.512948895935 80325.719809201 75151.7048185451 -0 -80325.7198092011 -75151.7048185451 0
22 1 76.4332492006008 24153.0736190216 107315.558213868 -0 -24153.0736190216 -107315.558213868 0
23 1 135.63952766193 97077.5850834364 51729.5126051673 -0 -97077.5850834364 -51729.5126051673 0
24 1 83.8765941324331 98661.0780449178 48641.4604942599 -0 -98661.0780449178 -48641.4604942599 0
25 1 88.84651945431 -81085.9194723716 74330.8392480541 -0 81085.9194723716 -74330.8392480541 0
26 1 39.6884109391124 9288.27756249299 109607.152594719 -0 -9288.27756249299 -109607.152594719 0
27 1 72.0278832793867 -106657.140597258 26911.9742794322 -0 106657.140597258 -26911.9742794322 0
28 1 144.524911873097 -105678.949280419 30528.0146584504 -0 105678.949280419 -30528.0146584504 0
29 1 74.8781585994348 14004.1282650146 -109104.923773114 -0 -14004.1282650146 109104.923773114 0
30 1 92.9354681119798 23671.5441247063 107422.800181117 -0 -23671.5441247063 -107422.800181117 0
31 1 34.2102800786432 109745.268008476 7481.72104183639 -0 -109745.268008476 -7481.72104183639 0
32 1 101.130771293542 -105174.527637947 32222.9535600736 -0 105174.527637947 -32222.9535600736 0
