nPolygons: 2148
4 {50000, 50000, -5000} {-50000, 50000, -5000} {-50000, -50000, -5000} {50000, -50000, -5000} 
4 {50000, 50000, 5000} {-50000, 50000, 5000} {-50000, -50000, 5000} {50000, -50000, 5000} 
8 {-1728.85959406, 11386.6367414, -4415.34807696} {-1751.90328315, 11420.1213, -4332.6392395} {-1829.443091, 11452.3809795, -4294.69360425} {-1916.05724239, 11464.5184924, -4323.73921891} {-1961.00835822, 11449.423852, -4402.76155673} {-1937.96465502, 11415.9392881, -4485.47039949} {-1860.42486362, 11383.6796178, -4523.41601924} {-1773.81072521, 11371.5421036, -4494.37041849} 
8 {-43370.2025946, -31438.7594417, 3303.92814614} {-43420.6246725, -31603.4362355, 3426.64529589} {-43599.4878472, -31676.8689266, 3512.29540114} {-43802.0164655, -31616.0416437, 3510.7057878} {-43909.5720404, -31456.5861608, 3422.80761997} {-43859.1499336, -31291.9093608, 3300.09046024} {-43680.2867929, -31218.4766962, 3214.44037989} {-43477.7582002, -31279.3039546, 3216.02998145} 
8 {154.949293011, -7581.22220952, 1969.64437717} {70.1361201978, -7300.64917504, 2148.76316695} {-26.0254059331, -7239.17462501, 2472.75683334} {-77.2051566458, -7432.80950599, 2751.83423541} {-53.4227320598, -7768.12517982, 2822.51565362} {31.3904586515, -8048.69822274, 2643.39680212} {127.55195686, -8110.17272923, 2319.40321771} {178.731707158, -7916.53791721, 2040.32584965} 
8 {-35702.4336484, 8367.18363621, 1443.00778947} {-35730.0496859, 8258.77615318, 1513.99623045} {-35742.7149151, 8232.0765428, 1643.1508327} {-35733.010216, 8302.72507224, 1754.81456409} {-35706.620467, 8429.33680824, 1783.576341} {-35679.0044292, 8537.74428728, 1712.58787749} {-35666.3392037, 8564.44388811, 1583.43330579} {-35676.0438996, 8493.79537644, 1471.76958887} 
8 {-24161.9422893, 18479.9065358, 1311.95287607} {-24139.3896092, 18378.3277409, 1381.89533922} {-24036.3011505, 18321.5799068, 1425.15360734} {-23913.0647447, 18342.9051555, 1416.38756605} {-23841.8705849, 18429.8114454, 1360.73224459} {-23864.4232782, 18531.3902495, 1290.78977453} {-23967.5117216, 18588.1380619, 1247.53152186} {-24090.7481128, 18566.8128303, 1256.29755224} 
8 {-2189.92603776, -11953.8602236, 1942.77206999} {-2603.90748488, -11781.4808648, 1721.43844884} {-2726.27970573, -11648.0631718, 1255.27470198} {-2485.35871713, -11631.761432, 817.353295934} {-2022.27270789, -11742.124988, 664.202585612} {-1608.2912688, -11914.5043628, 885.536296628} {-1485.91909147, -12047.9220189, 1351.69992909} {-1726.84001306, -12064.2237659, 1789.62127038} 
8 {6400.70774142, -26362.4994845, -2548.0154297} {6976.67273433, -26084.0224445, -2780.16375528} {7637.57545014, -26151.7774396, -2632.53283131} {7996.26793535, -26526.0745695, -2191.60280209} {7842.63313995, -26987.6556764, -1715.66445617} {7266.66807183, -27266.1327211, -1483.5161342} {6605.76549925, -27198.3776855, -1631.14708511} {6247.07296979, -26824.080639, -2072.07703026} 
8 {-35706.9118619, -7920.594205, -3332.56527741} {-35790.3931741, -8137.24688429, -3414.62394699} {-35962.8754035, -8296.70360379, -3340.70115109} {-36123.3207757, -8305.55676381, -3154.09987595} {-36177.7425927, -8158.62029846, -2964.12858346} {-36094.2612468, -7941.96760033, -2882.06993867} {-35921.7790604, -7782.51092593, -2955.99272075} {-35761.3337123, -7773.65775468, -3142.59395729} 
8 {-6794.19385182, 36094.8708071, 1083.89564061} {-6786.49912491, 36038.1736538, 1172.40348859} {-6775.28849691, 35935.747924, 1194.55541938} {-6767.12900305, 35847.5932317, 1137.37511796} {-6766.80036191, 35825.3493785, 1034.35802956} {-6774.49509074, 35882.0465486, 945.850173659} {-6785.70571592, 35984.4722551, 923.698261846} {-6793.86520956, 36072.6269409, 980.878538801} 
8 {41666.2505502, 44469.8826537, 2569.80376152} {41640.6642834, 44627.5414217, 2628.55121195} {41536.229304, 44755.6256058, 2587.93117967} {41414.1222286, 44779.105224, 2471.73834974} {41345.8717083, 44684.2262181, 2348.03687866} {41371.4579976, 44526.5674387, 2289.28944587} {41475.892952, 44398.483285, 2329.90946827} {41598.0000084, 44375.0036658, 2446.10227765} 
8 {14024.7066507, 13595.923215, 1975.94983664} {13970.5826851, 13520.4287897, 1909.30916627} {13881.0406355, 13450.5820982, 1922.47933202} {13808.5330322, 13427.2983918, 2007.74542117} {13795.5338368, 13464.2169506, 2115.15973378} {13849.6578204, 13539.7113872, 2181.8003953} {13939.1998459, 13609.5580583, 2168.63022985} {14011.7074382, 13632.8417648, 2083.36416172} 
8 {-10206.3833584, -28433.4584743, 3220.10667729} {-10152.0680665, -28536.8618515, 3188.80569806} {-10039.664855, -28568.2159264, 3157.11023702} {-9935.0180163, -28509.1539065, 3143.58706904} {-9899.42823287, -28394.273509, 3156.15788115} {-9953.74354717, -28290.8701332, 3187.4588653} {-10066.1467302, -28259.5160698, 3219.1543177} {-10170.7935529, -28318.5780725, 3232.67748506} 
8 {18284.2828799, -24589.2628248, 1519.01893288} {18521.7208236, -24519.2797336, 1592.40504019} {18703.3227701, -24621.6281269, 1744.73848161} {18722.7087311, -24836.3537011, 1886.78437622} {18568.5226889, -25037.6731602, 1935.33419346} {18331.084719, -25107.6562404, 1861.94806647} {18149.4828275, -25005.3078485, 1709.61465287} {18130.0968372, -24790.5823135, 1567.5687681} 
8 {-1827.44847131, -29949.5169181, -1402.65471812} {-1891.2854272, -29776.5757697, -1432.67211297} {-2048.31268047, -29684.6048503, -1390.61694466} {-2206.54578272, -29727.4795048, -1301.12455704} {-2273.29396234, -29880.0843315, -1216.61836483} {-2209.45697865, -30053.025493, -1186.60097856} {-2052.42976009, -30144.9963781, -1228.6561424} {-1894.19667889, -30102.1217492, -1318.14851122} 
8 {-651.617895701, 17114.5036487, -1320.67614718} {-505.964076224, 16949.2467498, -1249.35051347} {-528.771501966, 16748.7698906, -1135.76759358} {-706.67988543, 16630.5097212, -1046.46273621} {-935.472941374, 16663.7414276, -1033.74950157} {-1081.1267501, 16828.9983511, -1105.07515031} {-1058.31931647, 17029.4751662, -1218.65804699} {-880.410969524, 17147.7353342, -1307.96289863} 
8 {-29868.0554333, 28207.4622437, 4103.10438436} {-29753.3355583, 28176.3147225, 4257.69955224} {-29774.2254223, 28194.2392164, 4450.76123632} {-29918.4880481, 28250.7358059, 4569.19649242} {-30101.6163555, 28312.7095606, 4543.62759471} {-30216.3362234, 28343.8570776, 4389.03239632} {-30195.4463518, 28325.9325838, 4195.97076088} {-30051.1837615, 28269.4360068, 4077.5355089} 
8 {-40645.1800094, 24959.9830248, -3245.12232846} {-40652.8075131, 25078.6733343, -3504.88320981} {-40811.6883486, 25041.4870325, -3739.39408704} {-41028.7522403, 24870.2073785, -3811.28165385} {-41176.8461408, 24665.167628, -3678.43513166} {-41169.218593, 24546.477344, -3418.67421646} {-41010.3378013, 24583.6636357, -3184.16340424} {-40793.2739527, 24754.9432515, -3112.27584327} 
8 {40724.5075168, 37747.4083085, -745.210235972} {40689.7114024, 37797.0042397, -599.880586841} {40562.2776976, 37790.7036492, -507.619062121} {40416.8553607, 37732.1973441, -522.47121475} {40338.630802, 37655.7575106, -635.736868865} {40373.4269454, 37606.1615874, -781.066523692} {40500.8606177, 37612.4621763, -873.32802499} {40646.2829299, 37670.9684695, -858.475879544} 
8 {49112.1233201, 22394.4507908, -421.198710641} {49266.5515419, 22628.6692388, -626.528639618} {49287.143224, 22975.6830679, -631.441334576} {49161.8360174, 23232.2162406, -433.058978242} {48964.0331772, 23247.9951693, -147.591249589} {48809.6049537, 23013.7766566, 57.7386772978} {48789.0132927, 22666.7629192, 62.6513483538} {48914.3204583, 22410.2297695, -135.730947314} 
8 {25900.6848751, 24612.4553577, -76.126886104} {25933.0359181, 24607.9571129, 33.3858393667} {25905.8368712, 24542.5451333, 123.059399506} {25835.0205654, 24454.5368737, 140.36422285} {25762.0702223, 24395.4863634, 75.1633894299} {25729.7191815, 24399.9846168, -34.3493519084} {25756.9182306, 24465.3965878, -124.022882976} {25827.7345201, 24553.4048339, -141.327719931} 
8 {2592.16671583, -10330.3107454, -1510.56981892} {2531.22817586, -10337.3722806, -1459.28416703} {2453.41615667, -10354.5309108, -1465.95205852} {2404.31189237, -10371.7353398, -1526.66751946} {2412.67999635, -10378.9074482, -1605.86427488} {2473.61854872, -10371.8459095, -1657.14991847} {2551.43054837, -10354.6872836, -1650.48202872} {2600.534806, -10337.4828574, -1589.76657996} 
8 {98.8085728976, 48733.2945045, 1331.45116524} {0.845321993243, 48698.8055532, 1169.17639101} {-41.5212519505, 48800.8211298, 1011.32428269} {-3.47338386535, 48979.5818727, 950.362481065} {92.7010124956, 49130.3721954, 1022.00158033} {190.664268411, 49164.8611271, 1184.27637891} {233.030825246, 49062.845565, 1342.1284435} {194.98297353, 48884.0848557, 1403.09025134} 
8 {26050.4337184, -34245.1507341, 1380.03684903} {26601.8982106, -34478.5508418, 1248.59649105} {27099.3806655, -34625.795839, 1575.23914231} {27251.4625668, -34600.6315987, 2168.62188625} {26969.0563823, -34417.7989692, 2681.1492709} {26417.5918267, -34184.3988516, 2812.58952463} {25920.1095013, -34037.1538927, 2485.94695849} {25768.0276105, -34062.318121, 1892.56432771} 
8 {-12814.9791468, -22947.861228, -4194.36575826} {-12900.1092546, -22926.9322115, -4099.86060964} {-12953.4522134, -22822.2840568, -4046.7599851} {-12943.7604351, -22695.2182477, -4066.16951652} {-12876.7112298, -22620.16819, -4146.71936762} {-12791.5811126, -22641.0972269, -4241.22452548} {-12738.2381736, -22745.7453593, -4294.32512921} {-12747.9299405, -22872.8111462, -4274.91561213} 
8 {4806.38054675, 33380.9645424, -1612.47649976} {4741.8613885, 33388.2551492, -1654.66040339} {4726.46838212, 33398.3346496, -1729.87221173} {4769.21853558, 33405.2986077, -1794.05385621} {4845.0694032, 33405.0676316, -1809.60860629} {4909.58855734, 33397.777023, -1767.42468803} {4924.98155978, 33387.6975253, -1692.21289911} {4882.2314161, 33380.7335682, -1628.03126494} 
8 {-32266.9005318, -1881.21438127, -3597.49842811} {-32274.6758674, -2493.78808242, -3255.88963559} {-32606.1399392, -2741.72321898, -2689.61818885} {-33067.1255665, -2479.78268179, -2230.39828855} {-33387.5937001, -1861.40767701, -2147.23462507} {-33379.8183, -1248.83393734, -2488.84352255} {-33048.3542912, -1000.89891508, -3055.11482531} {-32587.3687502, -1262.83933533, -3514.33467641} 
8 {39639.3681477, -6531.77270542, 1536.07430617} {39618.2440122, -6625.22470145, 1588.53498552} {39594.9513455, -6727.44760526, 1557.88276844} {39583.1346791, -6778.56061116, 1462.07330489} {39589.7160527, -6748.62242849, 1357.23046631} {39610.8401912, -6655.17041917, 1304.76979436} {39634.1328524, -6552.94753973, 1335.42201093} {39645.949519, -6501.83453264, 1431.23145587} 
8 {3691.04968239, -3390.18121543, 2852.4088572} {3699.86644596, -3452.38942968, 2766.82238648} {3663.33322112, -3448.64441345, 2667.20340869} {3602.85068398, -3381.13995404, 2611.90738098} {3553.84867346, -3289.41923189, 2633.3259636} {3545.03191652, -3227.21102073, 2718.91244808} {3581.56513612, -3230.95604179, 2818.53140201} {3642.04766341, -3298.46048528, 2873.82742948} 
8 {-16203.8784741, 8196.41087923, -908.479378458} {-15921.2928452, 8166.08157381, -439.332842071} {-16052.5462104, 8166.74158407, 93.2506042563} {-16520.7521468, 8198.00428773, 377.290724261} {-17051.6420282, 8241.55642035, 246.400747531} {-17334.2276262, 8271.88572499, -222.745879731} {-17202.9742552, 8271.22571166, -755.329179736} {-16734.768433, 8239.96301683, -1039.36929853} 
8 {19855.9979745, 19142.159672, 2071.84602827} {19909.9427292, 19126.8848761, 2132.30799389} {19943.0060517, 19171.1599247, 2193.50883311} {19935.8198857, 19249.0490988, 2219.59791299} {19892.5937964, 19314.9259877, 2195.29261766} {19838.6490367, 19330.2007806, 2134.83064442} {19805.5857257, 19285.9257327, 2073.62982003} {19812.7718827, 19208.03657, 2047.54073407} 
8 {45933.958999, -7443.16150548, 268.531736798} {46044.1594449, -7574.64213781, 545.903844925} {46106.958264, -7462.05710092, 845.482733214} {46085.5687559, -7171.35720941, 991.779117642} {45992.5205959, -6872.83046188, 899.094573698} {45882.3201379, -6741.34985343, 621.722405807} {45819.5213444, -6853.93488395, 322.143610179} {45840.9108353, -7144.63470013, 175.847223409} 
8 {34231.0884959, -38543.4178196, 1141.25619559} {34180.0837246, -38587.0543392, 1211.70420072} {34166.4674226, -38679.2166988, 1239.79780822} {34198.2158418, -38765.9174287, 1209.08015415} {34256.7311898, -38796.368436, 1137.54522441} {34307.7359622, -38752.7319009, 1067.09721623} {34321.3522568, -38660.5695617, 1039.0036205} {34289.603848, -38573.8688418, 1069.72126236} 
8 {-17068.3506227, -39575.9720859, 2504.13856581} {-17116.5605043, -39495.0877162, 2509.49818386} {-17108.6268324, -39415.9547711, 2560.19566127} {-17049.1970481, -39384.9282653, 2626.53309543} {-16973.0843011, -39420.1831027, 2669.65092825} {-16924.8744222, -39501.0674849, 2664.29130093} {-16932.8080976, -39580.2004078, 2613.59383308} {-16992.2378667, -39611.2269166, 2547.25640985} 
8 {19645.8984779, -2128.91169576, -2797.26767803} {19641.3576419, -2018.13398198, -2817.19452007} {19679.3457286, -1926.10099539, -2764.50452023} {19737.609823, -1906.72441697, -2670.06278015} {19782.0196192, -1971.3547907, -2589.19197228} {19786.5604452, -2082.13251874, -2569.26514527} {19748.5723677, -2174.16547772, -2621.955133} {19690.3082853, -2193.54205924, -2716.39685282} 
8 {-34197.2681341, 30445.2166676, -2963.49021097} {-34268.5935938, 30550.2296868, -2927.64740629} {-34376.2289549, 30610.3108159, -2974.60111592} {-34457.1228683, 30590.2653453, -3076.84647813} {-34463.8887836, 30501.8356261, -3174.4895674} {-34392.5633061, 30396.8226031, -3210.33235817} {-34284.927971, 30336.7414907, -3163.37865755} {-34204.034067, 30356.7869521, -3061.13331435} 
8 {33832.317092, -4243.27814109, 3596.81472774} {33761.4289965, -4309.85261149, 3574.87185592} {33734.8709664, -4360.15031642, 3492.99643355} {33768.2003346, -4364.70753864, 3399.14998603} {33841.8932192, -4320.85471607, 3348.30647476} {33912.7813172, -4254.2802388, 3370.24936052} {33939.3393361, -4203.98254879, 3452.12476678} {33906.0099802, -4199.42532074, 3545.97120131} 
8 {23790.5421609, -7560.18092502, -4120.50810846} {23751.5509295, -7470.21751881, -4103.56392759} {23712.1070028, -7398.77144988, -4160.48907828} {23695.3161041, -7387.69486891, -4257.9375769} {23711.014109, -7443.47627947, -4338.82543027} {23750.0053463, -7533.43969561, -4355.7696004} {23789.4492625, -7604.88574374, -4298.84445788} {23806.2401623, -7615.96233181, -4201.39597671} 
8 {-6513.40346814, -27111.9504242, 256.354785832} {-6541.87129805, -27141.4981346, 151.044827205} {-6516.2772914, -27103.5472235, 47.708732676} {-6451.61406495, -27020.3288142, 6.87940397164} {-6385.76045237, -26940.591112, 52.4740875609} {-6357.29262455, -26911.0434051, 157.784063933} {-6382.88663291, -26948.9943167, 261.120128148} {-6447.54984446, -27032.2127079, 301.949466098} 
8 {30906.800061, 12398.0137419, 1727.77813639} {30982.8260671, 12396.494611, 1758.04530249} {31053.4439906, 12433.2181136, 1738.99650601} {31077.2868032, 12486.6721125, 1681.79028014} {31040.3877076, 12525.5439895, 1619.93724433} {30964.3616933, 12527.0631108, 1589.67008697} {30893.7437871, 12490.3396174, 1608.7188787} {30869.9009762, 12436.8856276, 1665.92509394} 
8 {-3.30065458318, 13236.3729858, 110.762790288} {146.311951874, 13212.7301603, -100.186447285} {167.858690408, 13038.3632305, -291.430832811} {48.7177802609, 12815.414008, -350.941979796} {-141.319676861, 12674.4830865, -243.859065425} {-290.932274613, 12698.1259497, -32.9098033647} {-312.479003049, 12872.4928401, 158.334532378} {-193.338121619, 13095.4420262, 217.845681305} 
8 {-18791.4722434, 1954.60688682, -2031.04246962} {-18741.7551014, 2003.19302547, -2067.95005788} {-18666.0866748, 1999.68567278, -2089.31745135} {-18608.7925108, 1946.13938093, -2082.62791466} {-18603.4347384, 1873.92083763, -2051.80009054} {-18653.1518893, 1825.33469676, -2014.89249859} {-18728.8203013, 1828.84205785, -1993.52511332} {-18786.1144659, 1882.38833532, -2000.21464335} 
8 {-899.556871657, 2909.7798174, -2874.91489925} {-966.895924399, 2794.83843777, -2841.85493673} {-1096.07755427, 2764.7852752, -2806.52866027} {-1211.42889528, 2837.22505774, -2789.62972709} {-1245.37871053, 2969.72356502, -2801.05730285} {-1178.03963577, 3084.66494041, -2834.11727001} {-1048.85803548, 3114.71809287, -2869.4435379} {-933.506709034, 3042.27832809, -2886.34247022} 
8 {-29222.1090689, 4691.58335747, -641.299717803} {-29083.6415365, 4651.2772477, -533.355333845} {-28910.7343116, 4607.66690797, -558.871276778} {-28804.6741247, 4586.29868997, -702.900657979} {-28827.5895705, 4599.68980057, -881.073039151} {-28966.0571333, 4639.9959179, -989.01741611} {-29138.9643116, 4683.6062453, -963.5014663} {-29245.024494, 4704.97446372, -819.472123066} 
8 {9554.21075819, 5746.05743464, 1038.18809153} {9477.59621588, 5691.26744065, 939.428569458} {9357.69946545, 5722.09286549, 881.985213726} {9264.75441258, 5820.47658851, 899.507569676} {9253.20699342, 5928.78677639, 981.731282666} {9329.82155693, 5983.57676338, 1080.4908136} {9449.71827736, 5952.75133837, 1137.93414838} {9542.6633216, 5854.36763897, 1120.41180613} 
8 {46536.9086099, 14162.8976402, -1666.10912389} {46492.4164828, 14082.9643364, -1673.65571876} {46467.8565406, 14028.6913975, -1743.49189676} {46477.6156703, 14031.871186, -1834.70856722} {46515.9771045, 14090.64102, -1893.87225785} {46560.4692352, 14170.5743323, -1886.32564995} {46585.0291683, 14224.847253, -1816.48948541} {46575.2700451, 14221.6674735, -1725.27283046} 
